村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Division3,Division4,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
9,仓上村志,人口 Population,总人口 Total Population,,,,n/a,n/a,1687,n/a,n/a,n/a,n/a,n/a,n/a,1888,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2300,n/a,n/a,n/a,n/a,n/a,n/a,2457,n/a,3196,n/a,n/a,n/a,3300,3328,n/a,n/a,n/a,n/a,n/a,3484,n/a,n/a,n/a,3585,n/a,n/a,n/a,n/a,n/a,3735,n/a,n/a,n/a,3826,n/a,n/a,n/a,n/a,n/a,n/a,3987,n/a,n/a,4020,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
10,草场地村志,户数 Number of Households,,,,,79,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,560,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
10,草场地村志,人口 Population,总人口 Total Population,,,,400,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1026,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
10,草场地村志,流动人口/暂住人口 Migratory/Temporary Population,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3500,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11,桥梓村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,508,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,715,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11,桥梓村志,人口 Population,总人口 Total Population,,,,1000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2462,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
11,桥梓村志,流动人口/暂住人口 Migratory/Temporary Population,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12087,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
12,东侯坊村志,户数 Number of Households,,,,,320,n/a,n/a,n/a,363,370,n/a,n/a,n/a,n/a,n/a,n/a,502,n/a,n/a,n/a,n/a,n/a,n/a,584,n/a,n/a,n/a,n/a,n/a,n/a,n/a,686,n/a,n/a,n/a,n/a,n/a,780,n/a,n/a,n/a,n/a,n/a,n/a,n/a,911,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,996,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1046,n/a,n/a,n/a,1070,n/a,n/a,1108,n/a,n/a,n/a,n/a
12,东侯坊村志,人口 Population,男性人口 Male Population,,,,950,n/a,n/a,n/a,980,980,n/a,n/a,n/a,n/a,n/a,n/a,1100,n/a,n/a,1072,n/a,n/a,n/a,1153,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1372,n/a,n/a,n/a,n/a,n/a,1430,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1543,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1624,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1670,n/a,1683,n/a,1706,n/a,n/a,1749,n/a,n/a,n/a,n/a
12,东侯坊村志,人口 Population,女性人口 Female Population,,,,750,n/a,n/a,n/a,804,822,n/a,n/a,n/a,n/a,n/a,n/a,1005,n/a,n/a,1138,n/a,n/a,n/a,1313,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1593,n/a,n/a,n/a,n/a,n/a,1530,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1569,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1596,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1635,n/a,1645,n/a,1660,n/a,n/a,1754,n/a,n/a,n/a,n/a
12,东侯坊村志,人口 Population,总人口 Total Population,,,,1700,n/a,n/a,n/a,1784,1802,n/a,n/a,n/a,n/a,n/a,n/a,2105,n/a,n/a,2210,n/a,n/a,n/a,2466,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2965,n/a,n/a,n/a,n/a,n/a,2960,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3103,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3220,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3305,n/a,3328,n/a,3366,n/a,n/a,3503,n/a,n/a,n/a,n/a
13,黄土岗村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,900,968,996,1023,1067,1110,1162,1162,1254,1308,1311,1311,1320,1336,1336,1339,1378,1360,1448,1451,n/a,n/a,n/a,n/a,n/a,2971,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
13,黄土岗村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3126,3168,3225,3260,3294,3336,3373,3391,3403,3444,3454,3446,3508,3552,3519,3552,3559,3397,3433,3408,n/a,n/a,n/a,n/a,n/a,7418,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
13,黄土岗村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1512,1511,1526,1528,1575,1575,1558,1553,1557,1565,1575,1572,1574,1598,1581,1594,1630,1570,1572,1535,n/a,n/a,n/a,n/a,n/a,4089,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
13,黄土岗村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1614,1657,1699,1732,1719,1761,1815,1838,1846,1879,1879,1874,1934,1954,1938,1958,1929,1827,1861,1873,n/a,n/a,n/a,n/a,n/a,3329,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
14,桑耳庄村志,户数 Number of Households,,,,,n/a,333,336,335,340,345,341,350,369,360,358,344,337,380,377,374,374,393,400,403,412,443,450,464,451,460,480,487,500,507,570,527,560,565,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,638,648,686,686,686,635,635,635,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
14,桑耳庄村志,人口 Population,男性人口 Male Population,,,,n/a,691,708,741,728,772,747,809,724,720,701,710,712,723,761,799,798,831,836,879,896,908,917,925,948,957,958,957,960,971,986,996,1001,984,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1148,1142,1134,1119,1117,1104,1098,1138,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
14,桑耳庄村志,人口 Population,女性人口 Female Population,,,,n/a,726,759,801,787,850,818,865,795,787,781,782,798,795,810,808,809,856,902,909,956,972,995,1015,1037,1061,1049,1058,1056,1084,1088,1091,1099,1090,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1182,1165,1168,1256,1154,1132,1125,1081,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
14,桑耳庄村志,人口 Population,总人口 Total Population,,,,n/a,1417,1467,1542,1515,1622,1565,1674,1519,1507,1482,1492,1510,1518,1571,1607,1607,1687,1738,1788,1852,1880,1912,1940,1985,2018,2007,2015,2016,2054,2074,2087,2100,2074,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2330,2307,2302,2275,2271,2236,2223,2219,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
14,桑耳庄村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
14,桑耳庄村志,迁出 Migration Out,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
15,三合村志,户数 Number of Households,,,,,94,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,86,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,96,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,126,n/a,n/a,n/a,n/a,200,n/a,n/a,n/a,n/a,200,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
15,三合村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
15,三合村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,251,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
15,三合村志,人口 Population,总人口 Total Population,,,,290,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,396,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,423,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,453,n/a,n/a,n/a,n/a,464,n/a,n/a,n/a,n/a,501,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
15,三合村志,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,252,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
16,上海林村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,355,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
16,上海林村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,399,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
16,上海林村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,754,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
16,上海林村志,流动人口/暂住人口 Migratory/Temporary Population,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3315,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
16,上梅林村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,123,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,185,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
17,单家村村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,280,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
17,单家村村志,人口 Population,总人口 Total Population,,,,360,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,602,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18,生产村志,自然增长率 Natural Population Growth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18,生产村志,自然出生率 Birth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18,生产村志,死亡率 Death Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.005,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18,生产村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,475,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
18,生产村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1801,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,迁出 Migration Out,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,2,n/a,n/a,1,1,2,n/a,1,3,11,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,1,1,2,2,1,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,431,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,604,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,696,n/a,n/a,n/a,n/a,n/a,n/a,713,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,672,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,828,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,流动人口/暂住人口 Migratory/Temporary Population,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,71,95,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,634,240,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,211,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,314,n/a,n/a,n/a,292,n/a,n/a,n/a,n/a,n/a,n/a,373,n/a,n/a,n/a,n/a,n/a,n/a,433,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,535,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,692,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,898,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1265,n/a,n/a,n/a,1292,n/a,n/a,n/a,n/a,n/a,n/a,1490,n/a,n/a,n/a,n/a,n/a,n/a,1545,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1430,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1757,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
19,树园村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,467,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,661,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,794,n/a,n/a,n/a,n/a,n/a,n/a,832,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,758,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,929,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
